step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
15033,train_episode,68,1.0,1.0,0.9850451958132909,nan,153,0.02136427792263966,0.23529411764705882,43.042781829833984,77.44316864013672,0.0,0.10000000149011612,17.80726432800293
15173,train_episode,69,1.0,1.0,0.9932540874229744,nan,140,0.01159288122185639,0.14285714285714285,4.533823490142822,78.84300994873047,0.0,0.10000000149011612,17.568038940429688
15363,train_episode,70,1.0,1.0,0.9906752844108269,nan,190,0.01035363552601714,0.11052631578947368,9.077072143554688,79.64103698730469,0.0,0.10000000149011612,17.7088623046875
15584,train_episode,71,1.0,1.0,0.9722448212094605,nan,221,0.02421823740679754,0.23529411764705882,7.877510070800781,80.48389434814453,0.0,0.10000000149011612,17.59541130065918
15984,train_episode,72,0.0,0.0,-0.05044812040869147,nan,400,0.029303979128599167,0.35,4.705676078796387,80.71681213378906,0.0,0.10000000149011612,17.640005111694336
16384,train_episode,73,0.0,0.0,-0.01687755846651271,nan,400,0.009356927005574106,0.105,6.6125898361206055,80.95977020263672,0.0,0.10000000149011612,17.365379333496094
16716,train_episode,74,1.0,1.0,0.929877255280735,nan,332,0.05115918476269188,0.6355421686746988,8.383028984069824,84.80158233642578,0.0,0.10000000149011612,17.43266487121582
16874,train_episode,75,1.0,1.0,0.9799200970912352,nan,158,0.028706416063293626,0.3291139240506329,5.604413986206055,83.00904083251953,0.0,0.10000000149011612,17.501066207885742
17274,train_episode,76,0.0,0.0,0.0,nan,400,0.0,0.0,6.992415428161621,82.3910903930664,0.0,0.10000000149011612,17.323753356933594
17404,train_episode,77,1.0,1.0,0.9878927709534764,nan,130,0.020937661540049772,0.23846153846153847,5.146937370300293,84.82190704345703,0.0,0.10000000149011612,17.297121047973633
17576,train_episode,78,1.0,1.0,0.9790681200800464,nan,172,0.02802377120526724,0.32558139534883723,11.258075714111328,82.00447082519531,0.0,0.10000000149011612,17.64215850830078
17976,train_episode,79,0.0,0.0,-0.09088919879286554,nan,400,0.054270586278289554,0.6625,10.701248168945312,82.90052795410156,0.0,0.10000000149011612,17.662736892700195
18128,train_episode,80,1.0,1.0,0.9874324954580516,nan,152,0.01639918085971945,0.16447368421052633,5.050380229949951,85.48225402832031,0.0,0.10000000149011612,17.467470169067383
18272,train_episode,81,1.0,1.0,0.9888132315827534,nan,144,0.016199974265570443,0.1736111111111111,5.064574241638184,83.92874908447266,0.0,0.10000000149011612,17.634199142456055
18411,train_episode,82,1.0,1.0,0.9912039686460048,nan,139,0.014729730088076145,0.17266187050359713,7.148334503173828,87.89917755126953,0.0,0.10000000149011612,17.392091751098633
18550,train_episode,83,1.0,1.0,0.991782746190438,nan,139,0.015742913933752253,0.2158273381294964,15.90427017211914,85.23292541503906,0.0,0.10000000149011612,17.653732299804688
18680,train_episode,84,1.0,1.0,0.9920409599901177,nan,130,0.015148943089521848,0.19230769230769232,8.397904396057129,90.23828125,0.0,0.10000000149011612,17.454256057739258
18863,train_episode,85,1.0,1.0,0.9798615180130582,nan,183,0.029412542780240376,0.40437158469945356,10.16214370727539,85.83472442626953,0.0,0.10000000149011612,17.542064666748047
18993,train_episode,86,1.0,1.0,0.9963246896164492,nan,130,0.007983731593077,0.11538461538461539,10.824127197265625,89.22294616699219,0.0,0.10000000149011612,17.447933197021484
19146,train_episode,87,1.0,1.0,0.9855757560348138,nan,153,0.021152931344664953,0.24183006535947713,10.027222633361816,89.84269714355469,0.0,0.10000000149011612,17.384531021118164
19546,train_episode,88,0.0,0.0,-0.009831033926457167,nan,400,0.0049478387460112575,0.05,8.233363151550293,87.83216857910156,0.0,0.10000000149011612,17.759395599365234
19946,train_episode,89,0.0,0.0,0.0,nan,400,0.0,0.0,18.77071189880371,91.86933135986328,0.0,0.10000000149011612,17.398773193359375
20000,evaluation,,0.8,0.8,0.7685482876060996,nan,207.1,0.025920643460699343,0.320826493075956,,,,,
20065,train_episode,90,1.0,1.0,0.9941051816451363,nan,119,0.012490764855086302,0.15966386554621848,10.401311874389648,91.2621078491211,0.0,0.10000000149011612,17.50271224975586
20195,train_episode,91,1.0,1.0,0.9919632101780735,nan,130,0.015398573130369186,0.2,12.936355590820312,91.75228881835938,0.0,0.10000000149011612,17.638202667236328
20315,train_episode,92,1.0,1.0,0.998878137464635,nan,120,0.002155220446487268,0.025,5.709989547729492,90.60938262939453,0.0,0.10000000149011612,17.321758270263672
20715,train_episode,93,0.0,0.0,0.0,nan,400,0.0,0.0,15.758655548095703,88.89818572998047,0.0,0.10000000149011612,17.765134811401367
20963,train_episode,94,1.0,1.0,0.937412947928533,nan,248,0.054265975186060515,0.5967741935483871,8.731653213500977,94.0074234008789,0.0,0.10000000149011612,17.660734176635742
21091,train_episode,95,1.0,1.0,0.9935624528559857,nan,128,0.012736786098685116,0.1640625,21.029983520507812,97.1858139038086,0.0,0.10000000149011612,17.226131439208984
21228,train_episode,96,1.0,1.0,0.992549722106196,nan,137,0.013622621115106736,0.17518248175182483,13.145547866821289,94.68415069580078,0.0,0.10000000149011612,17.43503761291504
21365,train_episode,97,1.0,1.0,0.9945189952733926,nan,137,0.009890514541498936,0.12408759124087591,9.156747817993164,94.29946899414062,0.0,0.10000000149011612,17.459386825561523
21526,train_episode,98,1.0,1.0,0.993800315237604,nan,161,0.00897238625687842,0.10559006211180125,9.610626220703125,93.66455841064453,0.0,0.10000000149011612,17.585962295532227
21656,train_episode,99,1.0,1.0,0.9940425123786554,nan,130,0.01179864532672442,0.15384615384615385,20.608848571777344,94.28604125976562,0.0,0.10000000149011612,17.471677780151367
21786,train_episode,100,1.0,1.0,0.9928524816408753,nan,130,0.013816702107970532,0.17692307692307693,13.270437240600586,94.77871704101562,0.0,0.10000000149011612,17.699621200561523
22186,train_episode,101,0.0,0.0,0.0,nan,400,0.0,0.0,6.220829963684082,97.228515625,0.0,0.10000000149011612,17.45736312866211
22303,train_episode,102,1.0,1.0,0.9893667104886844,nan,117,0.01995785750894465,0.2222222222222222,9.37765121459961,94.5617446899414,0.0,0.10000000149011612,17.415002822875977
22703,train_episode,103,0.0,0.0,-0.0889349747565575,nan,400,0.050204484909772876,0.575,12.237527847290039,97.16870880126953,0.0,0.10000000149011612,17.39935874938965
22969,train_episode,104,1.0,1.0,0.9759234428289346,nan,266,0.02064918148282327,0.24060150375939848,5.732517242431641,100.19864654541016,0.0,0.10000000149011612,17.426509857177734
23110,train_episode,105,1.0,1.0,0.9952868562890216,nan,141,0.00888911930593193,0.12056737588652482,14.522151947021484,97.93072509765625,0.0,0.10000000149011612,17.313705444335938
23231,train_episode,106,1.0,1.0,0.9929398010717705,nan,121,0.015692367349281783,0.21487603305785125,30.812761306762695,97.59866333007812,0.0,0.10000000149011612,17.70477867126465
23362,train_episode,107,1.0,1.0,0.9947124003665522,nan,131,0.010145885144708721,0.1297709923664122,8.423397064208984,99.08165740966797,0.0,0.10000000149011612,17.362279891967773
23475,train_episode,108,1.0,1.0,0.9954263820429332,nan,113,0.011198894310314043,0.1592920353982301,9.954413414001465,100.51202392578125,0.0,0.10000000149011612,17.4296875
23601,train_episode,109,1.0,1.0,0.9941503918729723,nan,126,0.012072001007341203,0.15873015873015872,16.466156005859375,97.5712890625,0.0,0.10000000149011612,17.72943878173828
24001,train_episode,110,0.0,0.0,-0.10704709966666993,nan,400,0.0645109456591308,0.795,8.808713912963867,97.58551788330078,0.0,0.10000000149011612,17.87635040283203
24141,train_episode,111,1.0,1.0,0.9908091842895373,nan,140,0.015269670156495913,0.17857142857142858,17.422317504882812,99.1580810546875,0.0,0.10000000149011612,17.670896530151367
24541,train_episode,112,0.0,0.0,-0.09972626579692595,nan,400,0.06271004974842072,0.8075,73.9197998046875,100.97669219970703,0.0,0.10000000149011612,17.23200798034668
24941,train_episode,113,0.0,0.0,-0.04175708089023827,nan,400,0.023937133578583597,0.28,17.717227935791016,101.05043029785156,0.0,0.10000000149011612,17.67207908630371
25341,train_episode,114,0.0,0.0,-0.005732309183804318,nan,400,0.003987345015630126,0.0575,14.240066528320312,99.39898681640625,0.0,0.10000000149011612,17.515010833740234
25493,train_episode,115,1.0,1.0,0.9831750129815191,nan,152,0.02626513988759957,0.3157894736842105,7.611082077026367,100.5360336303711,0.0,0.10000000149011612,17.5284423828125
25893,train_episode,116,0.0,0.0,0.0,nan,400,0.0,0.0,12.907325744628906,105.35987854003906,0.0,0.10000000149011612,17.56833267211914
26039,train_episode,117,1.0,1.0,0.9924177820794284,nan,146,0.011819007819237774,0.136986301369863,15.745226860046387,105.14297485351562,0.0,0.10000000149011612,17.357250213623047
26439,train_episode,118,0.0,0.0,-0.09059393330826426,nan,400,0.057610017592087386,0.75,13.577943801879883,99.61992645263672,0.0,0.10000000149011612,17.35625457763672
26578,train_episode,119,1.0,1.0,0.9966304707457312,nan,139,0.006596984301539634,0.09352517985611511,11.687973976135254,104.13321685791016,0.0,0.10000000149011612,17.781082153320312
26978,train_episode,120,0.0,0.0,-0.0558199722203426,nan,400,0.03320866592228413,0.405,5.67539644241333,106.8425521850586,0.0,0.10000000149011612,17.24077796936035
27107,train_episode,121,1.0,1.0,0.9930431045359001,nan,129,0.013351745499196902,0.17054263565891473,13.992170333862305,107.77100372314453,0.0,0.10000000149011612,17.415117263793945
27251,train_episode,122,1.0,1.0,0.9911894365213811,nan,144,0.014705527961875001,0.18055555555555555,37.44289016723633,104.32941436767578,0.0,0.10000000149011612,17.7283992767334
27383,train_episode,123,1.0,1.0,0.9952960040071048,nan,132,0.009430576990725416,0.12878787878787878,40.55011749267578,104.68741607666016,0.0,0.10000000149011612,17.324661254882812
27521,train_episode,124,1.0,1.0,0.9930481599178165,nan,138,0.011999491764151531,0.14492753623188406,27.485937118530273,110.63924407958984,0.0,0.10000000149011612,17.453636169433594
27921,train_episode,125,0.0,0.0,-0.09120454030344259,nan,400,0.0578218808863312,0.75,13.10159683227539,108.41152954101562,0.0,0.10000000149011612,17.403549194335938
28041,train_episode,126,1.0,1.0,0.9940483733080328,nan,120,0.012050430290400982,0.15,9.489778518676758,102.97653198242188,0.0,0.10000000149011612,17.594491958618164
28173,train_episode,127,1.0,1.0,0.9907178749213926,nan,132,0.017666087203630894,0.22727272727272727,14.920907020568848,108.15142059326172,0.0,0.10000000149011612,17.316226959228516
28573,train_episode,128,0.0,0.0,-0.033284956961870206,nan,400,0.020677121691405773,0.2625,11.820751190185547,109.6595687866211,0.0,0.10000000149011612,17.31645965576172
28712,train_episode,129,1.0,1.0,0.9878928193007596,nan,139,0.02012836729451049,0.23741007194244604,8.004045486450195,107.50973510742188,0.0,0.10000000149011612,17.694974899291992
29112,train_episode,130,0.0,0.0,0.0,nan,400,0.0,0.0,15.432111740112305,112.4804458618164,0.0,0.10000000149011612,17.23202896118164
29252,train_episode,131,1.0,1.0,0.9951620496460237,nan,140,0.009315882277275835,0.12857142857142856,8.639695167541504,108.3531723022461,0.0,0.10000000149011612,17.777982711791992
29652,train_episode,132,0.0,0.0,0.0,nan,400,0.0,0.0,7.916429042816162,113.05767822265625,0.0,0.10000000149011612,17.344966888427734
29791,train_episode,133,1.0,1.0,0.9937474683159963,nan,139,0.01073760834100435,0.12949640287769784,11.453374862670898,110.48104858398438,0.0,0.10000000149011612,17.373912811279297
29922,train_episode,134,1.0,1.0,0.9923528936691582,nan,131,0.01552749985388217,0.21374045801526717,8.320013046264648,111.573486328125,0.0,0.10000000149011612,17.238178253173828
30000,evaluation,,0.7,0.7,0.6800637397152605,nan,214.2,0.02009550778264993,0.29158146607785357,,,,,
30046,train_episode,135,1.0,1.0,0.9960523632820696,nan,124,0.008357503902046912,0.11290322580645161,14.319055557250977,111.58781433105469,0.0,0.10000000149011612,17.458921432495117
30446,train_episode,136,0.0,0.0,0.0,nan,400,0.0,0.0,9.131414413452148,109.58111572265625,0.0,0.10000000149011612,17.509925842285156
30623,train_episode,137,1.0,1.0,0.980461764591746,nan,177,0.026522594488273234,0.3220338983050847,97.49755096435547,112.04718780517578,0.0,0.10000000149011612,17.388809204101562
31023,train_episode,138,0.0,0.0,-0.09434811363462364,nan,400,0.05778949110303074,0.73,10.710932731628418,113.0594482421875,0.0,0.10000000149011612,17.47872543334961
